KF251180	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Phaeophleospora	eugeniae
KF251200	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Phloeospora	ulmi
KF251202	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Phloeospora	ulmi
KF251213	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Polyphialoseptoria	tabebuiae-serratifoliae
KF251214	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Polyphialoseptoria	terminaliae
JX901781	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	chiangmaiensis
KF251216	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	eucalyptorum
KF251318	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	madagascariensis
KF302399	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	natalensis
JX901785	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	norchiensis
DQ303081	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	robusta
GQ852770	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	tereticornis
KF251326	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercosporella	capsellae
KF251220	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	endophylla
KF251221	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	eucalypti
KF251222	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	lamii
KF251223	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	pratensis
KF251224	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	sp.
KF251225	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Readeriella	angustia
KF251154	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Readeriella	readeriellophora
KF251228	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ruptoseptoria	unedonis
KF251341	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	anthurii
KF251351	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	astragali
KF251352	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	atropurpurea
KF251357	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	calendulae
KF251383	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	clematidis
KF251399	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	cucurbitacearum
KF251411	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	epilobii
KF251418	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	exotica
KF251431	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	helianthi
KF251435	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	hippocastani
KF251440	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	lactucae
KF251451	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	leptostachyae
KF251460	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	linicola
KF251470	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	malagutii
KF251483	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	obesa
KF251506	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	polygonorum
KF251514	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	protearum
KF251529	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	rumicum
KF251532	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	scabiosicola
KF251544	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	senecionis
KF251587	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	villarsiae
KF251592	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	abeliceae
KF251595	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	aceris
KF251597	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	amelanchier
KF251600	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	azaleae
EU167603	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	berberidis
KF251602	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	betulae
KF251608	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	cercidis
KF251610	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	cornicola
KF251625	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	frondicola
KF251613	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	gei
KF251251	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	myriadea
KF251626	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	populicola
KF251630	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	quercicola
KF251632	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	socia
KF251642	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	westendorpii
KF251271	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Stromatoseptoria	castaneicola
KF251273	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	juvenalis
AF173313	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	molleriana
KF251274	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	molleriana
KF251275	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	parva
KF251276	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	pseudoeucalypti
KF251227	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	suberosa
KF251277	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Teratosphaeria	toledana
FJ839626	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	anthuriicola
KF251226	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	citri
KF251283	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	lonicericola
KF251284	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	nocoxi
KF251285	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	scaevolicola
EF164899	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zygophiala	cryptogama
AY598849	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zygophiala	jamaicensis
EF164898	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zygophiala	jamaicensis
AY598856	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zygophiala	tardicrescens
AY598853	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zygophiala	wisonsinensis
JF700869	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	brevis
KF251645	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	halophila
JF700879	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	passerinii
JF700885	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	tritici
JF770448	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Camarosporula	persooniae
JF770449	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Camarosporula	persooniae
AJ244238	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Capnobotryella	renispora
AJ244260	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Catenulostroma	chromoblastomycosum
EU019253	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Catenulostroma	germanicum
AY667578	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Mycosphaerella	tasmaniensis
AF362066	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiella	columbiana
AY725529	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Readeriella	mirabilis
JF770456	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	agapanthi
AF362061	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	alcornii
FJ372397	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	encephalarti
AY725558	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	mexicana
AY725572	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	nubilosa
FJ150875	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150878	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150880	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150881	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150886	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150890	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150893	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150896	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150898	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150906	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
FJ150910	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Aureobasidium	pullulans
AJ238470	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AJ238471	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AJ238472	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AJ238473	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AJ238474	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AJ238679	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AJ244249	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
AY128704	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hortaea	werneckii
KF251218	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Pseudoseptoria	collariana
KF251219	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Pseudoseptoria	obscura
AY598887	Fungi	Ascomycota	Dothideomycetes	Dothideales	Incertaesedis	Peltaster	fructicola
AY598888	Fungi	Ascomycota	Dothideomycetes	Dothideales	Incertaesedis	Peltaster	fructicola
JF740191	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	berberidis
EU930011	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	nobilis
GU237799	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	americana
GU237820	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	arachidicola
FJ795500	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	australis
KF670717	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	saccharicola
GU237806	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	trifolii
FJ426972	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	americana
FJ426981	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	betae
FJ426984	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	chrysanthemicola
FJ426988	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	clematidina
FJ426993	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	coffeae-arabicae
GU237709	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	complanata
FJ426995	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	epicoccina
FJ426999	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	eupyrena
FJ427000	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	eupyrena
FJ427001	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	exigua
AF035778	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	fungicola
FJ427002	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	gardeniae
FJ427007	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	glomerata
FJ427013	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	glomerata
FJ427022	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	herbarum
KF251212	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	herbarum
FJ427024	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	infossa
FJ427026	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	jolyana
EU338418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	koolunga
DQ474084	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	macrostoma
AY831563	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	medicaginis
DQ109959	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	medicaginis
EU338439	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	medicaginis
FJ427030	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	multirostrata
FJ427043	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	omnivirens
FJ427049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	pimprina
FJ427051	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	pinodella
FJ427067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	sorghina
FJ427083	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	violicola
FJ427084	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	zantedeschiae
FJ427086	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	zeae-maydis
JF740205	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptospaeria	doliolum
JF740213	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptospaeria	dryadis
AJ550892	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptospaeria	maculans
AF439460	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	congesta
U04207	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	doliolum
AF439461	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	dryadis
M96384	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	maculans
AF439462	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	taiwanensis
AF439465	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	typharum
JX496103	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraphaeosphaeria	michotii
AF126817	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	quisqualis
GQ324027	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	quisqualis
JX681067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ampelomyces	quisqualis
KP170638	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	caloplacae
JQ238629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	cladoniicola
KP170640	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	cladoniicola
KP170643	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	cladoniicola
KP170644	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	cladoniicola
KP170647	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	ficuzzae
KP170649	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	foliaceiphila
KP170651	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Diederichomyces	xanthomendozae
FJ427061	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	samarorum
KF251163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	caricis
KF251164	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	elegiae
FJ427058	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	radicina
KF251174	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	avenae
KF251176	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	caricis
KF251177	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	nodorum
KF251178	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	poae
KF766146	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	ammophilae
AF439475	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	caricinella
AF439476	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	caricis
AJ496629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	eustoma
AF439489	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	lindii
KF251185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	nodorum
KF251188	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	phragmiticola
AJ496631	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	phragmitis
AJ496632	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	pontiformis
KF251189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	pontiformis
KF251193	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	vagans
AY188993	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	amblyspora
FJ462742	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	phacidiomorpha
KJ522476	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	triseptata
